Id,Sentence,Answer,Avg_MSE,Type
uk8wlD,"The boys work together on the sand sculpture, then one boy sits back to admire their progress while others continue shaping it. More children gather around as they finish.","[1, 3, 2, 4]",1919.6088,Scene Cut
qhVyVx,"The dancer spins gracefully from front to back with a leftward camera pan, then exits as the International Summer Bellydance Festival logo appears in the center.","[1, 2, 3, 4]",5006.5405,Scene Cut
MGTsjP, A man in a gorilla costume walks along the bridge.,"[4, 2, 1, 3]",7722.522,Scene Cut
Ab3aEO, He puts white tape on the bottom of the shoe.,"[3, 2, 4, 1]",4343.321,Scene Cut
Tw3BdK,"The bartender prepares a cocktail, then garnishes it with an orange peel, before smiling at the camera with the finished drink, concluding with a logo display.","[2, 4, 1, 3]",26096.01,Scene Cut
WSD3bY," The women spray the moss killer onto the roof of a shed, killing the growth with the liquid.","[1, 4, 2, 3]",3724.118,Scene Cut
540ky9, She hands the container back to the woman who turns to speak to the camera.,"[2, 4, 3, 1]",5877.4976,Scene Cut
6ms6Pi,"A person clears snow from a car's hood, then shifts to the windshield; the scene transitions to another car in a snowy lot, where snow is cleared from the rear before driving through a snowy intersection from a first-person perspective.","[3, 4, 1, 2]",5982.813,Scene Cut
lQ55x0, A person puts waxing strips on his leg and pulls off the hair.,"[1, 4, 2, 3]",4321.278,Scene Cut
U36PeB, The man cooks the custard and pours into a  bowl and freezes to make ice cream.,"[4, 1, 2, 3]",6052.983,Scene Cut
IDbYpS,A man is getting his ear pierced by another individual who only has his or her hands in frame.,"[4, 3, 1, 2]",6991.6055,Scene Cut
3DBC1i, He high fives the audience and throws the ball over the chair and hits all the pins.,"[2, 4, 3, 1]",2852.4023,Scene Cut
cRttDe,"The hand raises the Samurai Pro knife sharpener, then moves it closer to the knife on the cutting board, followed by the knife being drawn across the sharpener. Finally, the knife is positioned near the chopped green onion.","[2, 4, 3, 1]",9697.259,Scene Cut
3ztKtI,"The lawn mower advances onto the grass as the camera tilts up, then the shingle is positioned over the flashing, aligning with the pipe as the worker secures it, ensuring a proper seal.","[1, 3, 2, 4]",11697.722,Scene Cut
c88kmM, man is assembling a shuffleboard court in a sidewalk.,"[1, 2, 4, 3]",4971.894,Scene Cut
EjTlRb,"The can of engine enamel exits, revealing a freshly painted brake assembly with a slight zoom in; then the bicycle frame exits as text reading ""Tool kit"" enters and zooms in.","[3, 4, 1, 2]",9494.837,Scene Cut
ZJHyJa," After she gets off the bar, she goes and hugs her coach.","[2, 3, 4, 1]",3039.2644,Scene Cut
3Zdqsl,"The person clears snow from the car's rear window with an upward brush motion, then shifts to the front, removing snow from the windshield, gradually revealing the glass while moving leftward.","[3, 4, 2, 1]",7165.6274,Scene Cut
sMOTiO,"The girl in pink rotates counterclockwise and reclines as the tubes slide down the snowy slope, then the view transitions to a GoPro logo on a black background.","[2, 3, 4, 1]",14849.411,Scene Cut
MNH3yX,"A person clears snow from a red vehicle, raising a tool to reveal the cleared area, then shifts focus to a nearby car, continuing to remove snow from the hood with persistent effort against the snowy backdrop.","[2, 3, 4, 1]",7208.6367,Scene Cut
fZGxsq, The man stops cutting and pulls the wire of the trimmer and continues cutting.,"[4, 1, 2, 3]",5218.399,Scene Cut
t4RSFu,"A group of swimmers cliff dive into a body of water surrounded by onlookers, large rocks, buildings and boats, in a judged competition.","[1, 3, 4, 2]",6527.7007,Scene Cut
CJzxh4, The person continues riding and going over jumps while the camera captures his movements.,"[2, 3, 4, 1]",2657.302,Scene Cut
pe8JA2, A man falls into a large puddle of mud.,"[1, 2, 3, 4]",2228.0803,Scene Cut
8KklIp,A man is seen sitting on a camel followed by getting off and another man climbing on.,"[3, 1, 2, 4]",3405.0032,Scene Cut
plw8Bu, He begins by blowing the leaves off from near the front lawn.,"[2, 1, 3, 4]",8063.4746,Scene Cut
UXgxBg,"The pasta transitions from the pan to the plate as the camera shifts from stove to table, then zooms out to reveal multiple chefs around a stove, with the main pan moving slightly left.","[2, 1, 4, 3]",6367.4634,Scene Cut
BKU2SY,"A hand stirs a straw counter-clockwise in a glass, then a jigger is positioned above a jar as the camera zooms in slightly.","[4, 3, 2, 1]",4045.5427,Scene Cut
lud8v1,A man is seen putting tape on a set of skis on each end and begins rubbing wax on the ski.,"[4, 2, 3, 1]",3394.915,Scene Cut
zRCn6U,"The woman approaches the platform, then moves into the yellow gondola, where she prepares for the ride, and finally looks down at the ground below.","[4, 3, 1, 2]",6212.7944,Scene Cut
QFEukK,"A dog approaches the camera, then joins a person in an open field, as another person climbs a ladder to trim a hedge, raising a trimmer.","[2, 1, 4, 3]",5656.105,Scene Cut
vvdml4,"The axe strikes and leaves a cut on the log, then the camera shifts from the hand adding kindling to the fire, revealing a person standing and observing.","[1, 2, 4, 3]",6243.024,Scene Cut
S8Zpmj,A tall garage building is shown in the dark and then several teen age boys appear skateboarding in the inside of it.,"[1, 3, 4, 2]",4149.737,Scene Cut
yXTiwc, The man uses a course brush then a towel to finish preparing the skis surface.,"[4, 3, 2, 1]",3012.9001,Scene Cut
ComqZp,A young girl is seen cutting a hole in the top of a pumpkin followed by her scooping out seeds and cutting out the sides.,"[3, 1, 4, 2]",2803.1702,Scene Cut
hnJeWM, The goalie kicks it to a nearby soccer player.,"[3, 4, 2, 1]",724.3408,Fine-grained
K2xtXQ,"The person looks down from a height, then descends towards the ground, where they are assisted by others before lying down on a mat.","[3, 1, 4, 2]",4618.936,Scene Cut
msQGIk,"The person rolls out fondant, then covers the cake with it, smoothing the edges, and finally presents the decorated cake with a gift on top.","[3, 1, 2, 4]",7725.095,Scene Cut
re5Q1a,A man is scraping ice off the drivers window of a truck with an ice scraper.,"[4, 1, 3, 2]",8403.963,Scene Cut
cPiRFl, A surfer is shown tearing through the water.,"[4, 1, 2, 3]",4840.006,Scene Cut
HA490E,"The tutorial begins with a close-up of the hair, then moves to a view of the back, followed by sectioning the hair, and finally braiding it.","[4, 1, 2, 3]",4783.772,Scene Cut
0z253U,"A lighter approaches a fire pit with kindling, and then a leaf blower moves through a pile of leaves, as the camera pans left, revealing a clearer path along the fence.","[3, 2, 4, 1]",12967.711,Scene Cut
WKRZPq,A kid spreads peanut butter in two slices of bread.,"[1, 2, 3, 4]",3217.717,Scene Cut
QZi2Rl, The hand puts paste from a bowl on the back of the loose wallpaper.,"[2, 4, 3, 1]",861.51337,Scene Cut
LsQKKP,"A blue screen appears and on the left side a clear bottle is pouring liquid into a clear martini glass and white words appear on the left side of the screen that say ""Girls Mixing Drinks dot com Notre Dame Pick-Me-Up with Stacey"".","[1, 2, 3, 4]",2072.2385,Scene Cut
G1lGSV,"The box is wrapped with decorative paper and lifted slightly, then a different wrapped box is raised and rotated clockwise as the person smiles at the camera.","[1, 3, 2, 4]",7013.6914,Scene Cut
SqaZzv,"The boy raises the flute closer to his mouth as the camera zooms in, then the performer approaches, placing an arm around him while speaking, with the camera slightly zooming in on their interaction.","[2, 1, 3, 4]",2690.754,Scene Cut
oO7RXU,"The camera captures a blue player closely, then pans to red players advancing towards the goal; it shifts to players celebrating a goal and zooms out to a chaotic play near the goal.","[2, 4, 1, 3]",2725.3948,Scene Cut
eiZMvG,"The person lifts a container to pour liquid, then transitions to pouring from a bottle into a measuring cup, and finally into a larger container, with slight camera zooming.","[1, 4, 2, 3]",1639.0664,Scene Cut
j2qqIL,The athlete releases the shot put and raises their arm in celebration as the camera tilts to reveal flags fluttering in the breeze.,"[1, 4, 2, 3]",4868.0776,Scene Cut
dl70Rd,"The baby leans forward to take a bite from the approaching hand, while the lip gloss moves upward into the foreground, nearing the camera.","[4, 1, 3, 2]",10960.601,Scene Cut
lLH0g3,"A person kneels and reaches into the hole, grabbing a fish, while another person lowers a line into a nearby hole, and a hand enters from the left, pulling the line closer to the centered hole.","[1, 2, 3, 4]",5622.9546,Scene Cut
ZdIHH4,"A diver stands on a platform and jumps into the pool, creating a splash as others swim nearby, then the camera shifts from an angled view to directly behind the diver approaching the platform's edge.","[1, 2, 3, 4]",3707.421,Scene Cut
c6zYij,"A hairdryer shrinks the wrap around a gift basket as the camera zooms in, then transitions to hands tying a pink ribbon on a box, zooming out to reveal a person smiling with the completed gift among decorated boxes.","[4, 2, 1, 3]",6726.02,Scene Cut
IXW6lR,"The woman turns on the faucet and lathers her hands under running water, then a tool is lowered into the sink and pulled out covered with debris, followed by rinsing under running water as the sink remains dirty.","[1, 2, 3, 4]",5834.2827,Scene Cut
DXSWva,"The bike assembly scene fades to the SRAM logo on a white background, which then transitions to another logo on a dark background, before revealing a man packing gear into a car.","[1, 2, 3, 4]",23886.291,Scene Cut
rdG8JX,"The player in red moves right as Japan's score updates, then the camera shifts from a close-up of players in blue celebrating to a wide shot of multiple players in action near the goal.","[2, 4, 3, 1]",2317.0671,Scene Cut
hjaIp6,"The musician tilts his head slightly forward while playing the piano as the camera pans left, then the person raises their hand while speaking before lowering it to resume playing the congas.","[3, 4, 1, 2]",3769.1565,Scene Cut
JiYmmI,"The chef lifts the knife horizontally as a cake piece appears, then the woman fills a jar with ingredients, layering them before securing it with a lid.","[3, 1, 4, 2]",4618.6147,Scene Cut
BgfWZ4,"A red and blue figure emerges as a hummingbird recedes, then a person turns away from the camera and moves right, raising their cue in celebration as the camera tilts slightly up.","[3, 4, 2, 1]",7494.2446,Scene Cut
46b0hv,"The sandwich transitions from being assembled on the board to served with fries on a plate as the camera zooms out, then a tomato slice and top bread are added, with a knife cutting the sandwich in half.","[3, 1, 4, 2]",12188.69,Scene Cut
J2V6nX,"The skier glides right, receding from the camera while performing a trick, then the rider moves slightly right, carving through waves as the camera captures the increased water spray.","[3, 4, 1, 2]",6849.655,Scene Cut
XvWgDP,"The colorful salad is served in a dish, then corn is added to a mixing bowl; the scene shifts to a mixer blending chocolate chips into a batter, gradually achieving a smoother consistency.","[1, 2, 4, 3]",7025.875,Scene Cut
FPhWNT,"The lime is removed as the man pours liquid into a glass, then scissors vanish as the camera shifts to reveal a woman speaking in the kitchen.","[4, 1, 3, 2]",21013.096,Scene Cut
DamIZo,"The dog remains still as scissors trim its facial fur, then the groomer uses clippers, moving from the neck to the back while the dog stands surrounded by cut hair.","[2, 1, 3, 4]",2675.363,Scene Cut
rOxkFH,"The person adjusts the shirt to the right on the ironing board, then covers the drawer with a protective layer and begins painting the front of the cabinet.","[1, 4, 3, 2]",4911.37,Scene Cut
mdARES,"The shot put is absent as the camera zooms out to a cheering crowd; then, an athlete bends and exits left as the camera pans right to reveal seated competitors focused on the event.","[1, 2, 3, 4]",6316.322,Scene Cut
g3S336,"The sandwich preparation concludes as the frame shifts to recipe text and soundtrack details, then transitions to instructional text about floor techniques, followed by a scene showing a person leaning on a mat for a demonstration.","[1, 4, 2, 3]",25299.307,Scene Cut
CnXlzM,"The book on the counter moves into the foreground as the camera zooms in, then a woman fills a jar with ingredients, layers them, and secures the lid, completing the process.","[3, 4, 1, 2]",6512.4116,Scene Cut
bCukuA,"A person in a red shirt exits the slackline as a woman in a blue top balances on it, then she runs with a dog carrying a blue frisbee, moving across the field with the dog following closely behind.","[2, 1, 3, 4]",4836.861,Scene Cut
WT6hQo,"A child on a tube is pulled away with other tubes, then a snowboarder accelerates, towing a sled across the snow, leaving a trail behind.","[4, 1, 2, 3]",5680.595,Scene Cut
OorBWF,"A person climbs a pole in the snow before performing a flip on a slackline in a park, while a skier advances down the slope, approaching a flatter section with trees coming closer on the right.","[3, 1, 2, 4]",9446.792,Scene Cut
