id,sentence,shown_images,target
PctRYc,"The woman prepares for the jump, then steps off the edge, and finally leaps into the air, descending towards the ground below.","['PctRYc_auo.jpg', 'PctRYc_gqs.jpg', 'PctRYc_osf.jpg', 'PctRYc_qnt.jpg']","[4, 2, 3, 1]"
x8JS6h," After, the person rinse the sinks with water and dries with a cloth.","['x8JS6h_hdf.jpg', 'x8JS6h_zhy.jpg', 'x8JS6h_ipn.jpg', 'x8JS6h_gcv.jpg']","[4, 1, 3, 2]"
HbMjfe, The camel stands up and walks off with the family riding on its back.,"['HbMjfe_cdy.jpg', 'HbMjfe_ooz.jpg', 'HbMjfe_shj.jpg', 'HbMjfe_ucb.jpg']","[4, 1, 2, 3]"
Z2Y1CC, More people are seen padding along and move over to the people in the water.,"['Z2Y1CC_hik.jpg', 'Z2Y1CC_mys.jpg', 'Z2Y1CC_rgk.jpg', 'Z2Y1CC_zus.jpg']","[3, 2, 4, 1]"
FiM8gi,  The woman uses some of the makeup to make hair streaks in another persons hair.,"['FiM8gi_moo.jpg', 'FiM8gi_oxt.jpg', 'FiM8gi_cti.jpg', 'FiM8gi_rsn.jpg']","[1, 4, 3, 2]"
B8cQPI,A little girl swings across the monkey bars on a play ground.,"['B8cQPI_qur.jpg', 'B8cQPI_ibj.jpg', 'B8cQPI_ygt.jpg', 'B8cQPI_wqi.jpg']","[4, 1, 3, 2]"
WAKhZe, the man gets hit by the bull.,"['WAKhZe_qeo.jpg', 'WAKhZe_gxr.jpg', 'WAKhZe_nhl.jpg', 'WAKhZe_epd.jpg']","[3, 4, 2, 1]"
y4pGtF, He picks up the knife sharpener and uses it to sharpen the knife.,"['y4pGtF_jxe.jpg', 'y4pGtF_eei.jpg', 'y4pGtF_ctv.jpg', 'y4pGtF_oje.jpg']","[4, 3, 1, 2]"
LOX9vG,"The sandwich is assembled with mustard and pickles, then layered with ham and pulled pork, before being pressed and cut in half, showcasing the final product. Finally, a subscribe prompt appears.","['LOX9vG_ony.jpg', 'LOX9vG_gtm.jpg', 'LOX9vG_xhu.jpg', 'LOX9vG_tkj.jpg']","[3, 2, 4, 1]"
cAE5aw,"The person begins by applying a white nail polish, then moves to cut out a design from a magazine, and finally places the cut-out onto the nail. After that, they dip the design into a container.","['cAE5aw_dzu.jpg', 'cAE5aw_igt.jpg', 'cAE5aw_fno.jpg', 'cAE5aw_rmd.jpg']","[3, 2, 1, 4]"
kNbujS, The boats pass with difficulty between the rocks.,"['kNbujS_fkc.jpg', 'kNbujS_wdx.jpg', 'kNbujS_chc.jpg', 'kNbujS_rpi.jpg']","[2, 3, 4, 1]"
S3txTT, The surgeon then rubs the palms together and builds a lather.,"['S3txTT_qyi.jpg', 'S3txTT_fli.jpg', 'S3txTT_weo.jpg', 'S3txTT_dwg.jpg']","[1, 4, 3, 2]"
IbNa1R," The woman puts beer and orange juice in a big glass, then she pours liquor in the small glass.","['IbNa1R_pzt.jpg', 'IbNa1R_gre.jpg', 'IbNa1R_mhz.jpg', 'IbNa1R_zol.jpg']","[4, 2, 3, 1]"
zqHYPt, A woman in a blue shirt comes over and hugs her.,"['zqHYPt_lit.jpg', 'zqHYPt_qpo.jpg', 'zqHYPt_vnf.jpg', 'zqHYPt_xxv.jpg']","[4, 2, 3, 1]"
Gazgxm,"The woman begins to pull her hair into a ponytail, then braids it, and continues to adjust the braid while looking at the camera. Finally, she finishes the braid and maintains her gaze.","['Gazgxm_jjq.jpg', 'Gazgxm_lpi.jpg', 'Gazgxm_kfp.jpg', 'Gazgxm_omq.jpg']","[2, 4, 1, 3]"
3xB63Q,"The group slides down the snowy hill on inflatable tubes, transitioning to a GoPro logo, followed by a car schematic disappearing as the camera zooms in under the vehicle, revealing a jack positioned beneath it.","['3xB63Q_gld.jpg', '3xB63Q_dxl.jpg', '3xB63Q_pso.jpg', '3xB63Q_obh.jpg']","[2, 3, 4, 1]"
kQ5JVB,"The round brush moves upward, aligning with the hairdryer near the head, then the blow dryer shifts right and tilts upward as the round brush enters from the left.","['kQ5JVB_fsl.jpg', 'kQ5JVB_khv.jpg', 'kQ5JVB_kyw.jpg', 'kQ5JVB_vpu.jpg']","[2, 1, 3, 4]"
QvVgND, He dives off backwards into the water.,"['QvVgND_jfa.jpg', 'QvVgND_ajz.jpg', 'QvVgND_awo.jpg', 'QvVgND_des.jpg']","[3, 4, 1, 2]"
Ld1Png, The lady falls off the ski.,"['Ld1Png_wfz.jpg', 'Ld1Png_vgx.jpg', 'Ld1Png_wny.jpg', 'Ld1Png_rww.jpg']","[4, 3, 2, 1]"
XP5UTg, Then he sprays something on the car and sprays water on the car leaving it sparkly clean.,"['XP5UTg_jao.jpg', 'XP5UTg_jcj.jpg', 'XP5UTg_fpt.jpg', 'XP5UTg_cyj.jpg']","[2, 1, 4, 3]"
DhN3pQ,A girl is seen rollerblading down a long road with several people walking around her.,"['DhN3pQ_mtf.jpg', 'DhN3pQ_gkh.jpg', 'DhN3pQ_nde.jpg', 'DhN3pQ_nac.jpg']","[4, 2, 1, 3]"
WwxFHu,A woman is pushed off the ledge.,"['WwxFHu_dol.jpg', 'WwxFHu_epm.jpg', 'WwxFHu_rix.jpg', 'WwxFHu_xhd.jpg']","[1, 3, 4, 2]"
zCj3sa,A person opens a round box and take off a bottle of nail polish and puts on holder.,"['zCj3sa_qpx.jpg', 'zCj3sa_cyo.jpg', 'zCj3sa_yuj.jpg', 'zCj3sa_aoz.jpg']","[3, 2, 4, 1]"
yNhoDA,These horses are walking in a grassy area by themselves and then a woman is shown brushing the horse's hair.,"['yNhoDA_wes.jpg', 'yNhoDA_oal.jpg', 'yNhoDA_jiq.jpg', 'yNhoDA_ior.jpg']","[1, 3, 4, 2]"
8fRk6O, One member comes out to play the saxophone for a solo as the crowd claps along.,"['8fRk6O_ksd.jpg', '8fRk6O_iwx.jpg', '8fRk6O_grr.jpg', '8fRk6O_ybp.jpg']","[4, 1, 3, 2]"
jzJzKl,"A skier moves downhill from left to right as a vacuum cleaner enters from the left, approaching the center near a coffee table.","['jzJzKl_uyg.jpg', 'jzJzKl_noa.jpg', 'jzJzKl_bmj.jpg', 'jzJzKl_aeo.jpg']","[1, 3, 2, 4]"
EPaemq,"The man in the kitchen lowers his hands while shifting forward, then the scene transitions to another person moving from a table to a couch, holding a sandwich closer to the camera.","['EPaemq_jiy.jpg', 'EPaemq_gid.jpg', 'EPaemq_wln.jpg', 'EPaemq_bdf.jpg']","[2, 1, 4, 3]"
wILs64, She hands the lighter to another person and puts her hand on her hip.,"['wILs64_xzt.jpg', 'wILs64_txf.jpg', 'wILs64_zsh.jpg', 'wILs64_zcy.jpg']","[2, 1, 4, 3]"
ghZQMl," He then goes into a room, and plays a game of racquetball with a man.","['ghZQMl_zry.jpg', 'ghZQMl_ipb.jpg', 'ghZQMl_grs.jpg', 'ghZQMl_bsx.jpg']","[2, 1, 4, 3]"
7SaEYP, The athlete swing and then jumped of the pole and swing up and the air and landed on the mat.,"['7SaEYP_clm.jpg', '7SaEYP_jsq.jpg', '7SaEYP_ogi.jpg', '7SaEYP_pxq.jpg']","[2, 3, 1, 4]"
khOnM0, One of the bikers takes a fall after he leaps over a hilly road.,"['khOnM0_rng.jpg', 'khOnM0_ecl.jpg', 'khOnM0_eyr.jpg', 'khOnM0_dad.jpg']","[3, 4, 2, 1]"
8DUCH4, A man on small skis crashes while trying to jump.,"['8DUCH4_idh.jpg', '8DUCH4_gra.jpg', '8DUCH4_nmc.jpg', '8DUCH4_say.jpg']","[1, 3, 2, 4]"
bjlMKx,"The girl exits to the right as inflatable tubes slide down the snowy slope, then the skier moves from the center to the right as the camera pans left, revealing more trees.","['bjlMKx_mlb.jpg', 'bjlMKx_cbo.jpg', 'bjlMKx_uae.jpg', 'bjlMKx_mwq.jpg']","[3, 2, 1, 4]"
J5VWoT,A person is making a bow out of ribbon.,"['J5VWoT_fij.jpg', 'J5VWoT_hmu.jpg', 'J5VWoT_ufv.jpg', 'J5VWoT_ztg.jpg']","[2, 3, 1, 4]"
cCxMq5,"The machine raises its arm to remove debris from the roof, then lowers it to drop the debris onto the ground as it continues the demolition process.","['cCxMq5_ujs.jpg', 'cCxMq5_jmz.jpg', 'cCxMq5_nbu.jpg', 'cCxMq5_xqf.jpg']","[3, 2, 1, 4]"
3EE2SQ," The first man walks down the track celebrating, with brief audience shots.","['3EE2SQ_atb.jpg', '3EE2SQ_itf.jpg', '3EE2SQ_qng.jpg', '3EE2SQ_tip.jpg']","[2, 3, 1, 4]"
qeGyqo, The man skates around the street through obstacles and down the street.,"['qeGyqo_rgu.jpg', 'qeGyqo_jfp.jpg', 'qeGyqo_fhc.jpg', 'qeGyqo_yip.jpg']","[4, 1, 2, 3]"
XJ1Qw3,"The barbell shifts left as the scene darkens, then a resistance band is added around the squatting person's waist as the trainer approaches to assist.","['XJ1Qw3_ego.jpg', 'XJ1Qw3_jpl.jpg', 'XJ1Qw3_yhv.jpg', 'XJ1Qw3_ypt.jpg']","[4, 3, 2, 1]"
sLUkmX,"The man curls his torso upward with knees drawn in, then the dancer opens a colorful bag, sorting through its contents as her legs shift apart.","['sLUkmX_hkw.jpg', 'sLUkmX_pwl.jpg', 'sLUkmX_puh.jpg', 'sLUkmX_zud.jpg']","[1, 4, 2, 3]"
uHW368, The man throws a frisbee off into the distance and the dog chases after it.,"['uHW368_rav.jpg', 'uHW368_sfa.jpg', 'uHW368_wau.jpg', 'uHW368_xju.jpg']","[1, 2, 4, 3]"
ComqZp,A young girl is seen cutting a hole in the top of a pumpkin followed by her scooping out seeds and cutting out the sides.,"['ComqZp_dbw.jpg', 'ComqZp_hjz.jpg', 'ComqZp_koe.jpg', 'ComqZp_vnv.jpg']","[2, 4, 1, 3]"
WFqSoR, The female puts more cleaner on the rag and cleans the counter top.,"['WFqSoR_bhh.jpg', 'WFqSoR_cig.jpg', 'WFqSoR_dbs.jpg', 'WFqSoR_qaj.jpg']","[3, 1, 2, 4]"
mF66fT,"As the ball goes to the outfield,the teammates begin jumping up and down and cheering for their team.","['mF66fT_bhk.jpg', 'mF66fT_gnm.jpg', 'mF66fT_ivy.jpg', 'mF66fT_wzs.jpg']","[3, 4, 1, 2]"
6ms6Pi,"A person clears snow from a car's hood, then shifts to the windshield; the scene transitions to another car in a snowy lot, where snow is cleared from the rear before driving through a snowy intersection from a first-person perspective.","['6ms6Pi_kds.jpg', '6ms6Pi_ehl.jpg', '6ms6Pi_brj.jpg', '6ms6Pi_tvl.jpg']","[1, 4, 3, 2]"
gu67hV,"A hand tightens the car wheel lug nuts as the camera zooms in, then the bicycle frame exits, and the text ""Tool kit"" appears with a zoom on the text.","['gu67hV_dvh.jpg', 'gu67hV_egy.jpg', 'gu67hV_jqg.jpg', 'gu67hV_nce.jpg']","[2, 3, 1, 4]"
M2S7t5,"The bottle is tilted downward, pouring liquid into an open container, then the detergent bottle is removed from the scene as the person gestures with a smile.","['M2S7t5_bdk.jpg', 'M2S7t5_grr.jpg', 'M2S7t5_ktv.jpg', 'M2S7t5_lnu.jpg']","[3, 4, 1, 2]"
kr0LdM,Several clips of shown of a person riding down city streets on roller blades.,"['kr0LdM_rvc.jpg', 'kr0LdM_ivt.jpg', 'kr0LdM_pgz.jpg', 'kr0LdM_urh.jpg']","[4, 2, 1, 3]"
FIE67H,"The woman ties her hair back into a braid while turning slightly to the right, then the braid is woven tighter as hands move downward, securing the style.","['FIE67H_spc.jpg', 'FIE67H_iyi.jpg', 'FIE67H_nxd.jpg', 'FIE67H_nry.jpg']","[3, 2, 1, 4]"
DU1su1,"A hand moves a spatula left as a jug remains central in the bowl, then a glass bowl with a mixer is central as a jug approaches from the right, pouring water into the mixture.","['DU1su1_yys.jpg', 'DU1su1_nem.jpg', 'DU1su1_ied.jpg', 'DU1su1_hyz.jpg']","[2, 1, 4, 3]"
l2ue3v,"A hand scoops melted chocolate from a bowl beside a candy-covered cake, then the mixer rotates to blend chocolate chips evenly into the batter.","['l2ue3v_vis.jpg', 'l2ue3v_zjr.jpg', 'l2ue3v_rjw.jpg', 'l2ue3v_zhv.jpg']","[3, 1, 4, 2]"
wWvADU,"The person straightens up with one leg on the tub, then lowers their face towards the sink, where a hand moves into the basin as water flows over it.","['wWvADU_emj.jpg', 'wWvADU_fxk.jpg', 'wWvADU_unt.jpg', 'wWvADU_vrz.jpg']","[1, 2, 3, 4]"
cRMcYE,A woman is putting mousse into her hair.,"['cRMcYE_jki.jpg', 'cRMcYE_mjo.jpg', 'cRMcYE_qwg.jpg', 'cRMcYE_sui.jpg']","[3, 4, 1, 2]"
0AXHQ9, The man adds another row of mesh to the tree on the left side.,"['0AXHQ9_znf.jpg', '0AXHQ9_mqd.jpg', '0AXHQ9_udv.jpg', '0AXHQ9_rhh.jpg']","[3, 4, 2, 1]"
ZeZgps,"  A group of young men are showcased one by one ,with an onscreen name template, rollerblading stunts on stairs and stair railings, jumping in the air, sliding on rails and landing.","['ZeZgps_qgp.jpg', 'ZeZgps_fnq.jpg', 'ZeZgps_oda.jpg', 'ZeZgps_ayi.jpg']","[2, 1, 4, 3]"
gwJ8yu,"The rider begins to move forward, then continues to glide down the street, eventually passing by a fellow skater as they approach the camera.","['gwJ8yu_foo.jpg', 'gwJ8yu_ezg.jpg', 'gwJ8yu_niv.jpg', 'gwJ8yu_ekr.jpg']","[3, 4, 2, 1]"
zXB6b7,"The camera zooms in on the fishing hole as the person exits the frame, then pans to follow the snowboarder gliding down the slope, shifting slightly to the right.","['zXB6b7_cja.jpg', 'zXB6b7_cyc.jpg', 'zXB6b7_kkb.jpg', 'zXB6b7_lil.jpg']","[1, 2, 4, 3]"
dTRQRH,"The man curls into a crunch, lifting his legs and torso upward, while the comb moves slightly left, revealing the person's face as they begin to smile.","['dTRQRH_ejj.jpg', 'dTRQRH_nly.jpg', 'dTRQRH_rbe.jpg', 'dTRQRH_sfr.jpg']","[4, 2, 3, 1]"
gObbZ8,"The scene opens with a view of snow tubing down a slope, then shifts to a person sliding on a tube, followed by another descent, and finally shows people preparing to slide.","['gObbZ8_och.jpg', 'gObbZ8_tuz.jpg', 'gObbZ8_xfy.jpg', 'gObbZ8_ghd.jpg']","[4, 1, 2, 3]"
HnfRNJ,"The gymnast in purple jumps forward on the beam as another approaches from the right, then the scene shifts to a gymnast in pink who lowers her arms and bends forward slightly on the balance beam.","['HnfRNJ_ixa.jpg', 'HnfRNJ_ane.jpg', 'HnfRNJ_rxk.jpg', 'HnfRNJ_djt.jpg']","[4, 3, 1, 2]"
EukkBg,"The bartender begins to mix drinks, then pours a cocktail into a glass, followed by a black screen, and finally displays the website link.","['EukkBg_dyx.jpg', 'EukkBg_fhw.jpg', 'EukkBg_cmr.jpg', 'EukkBg_xby.jpg']","[2, 4, 1, 3]"
lNsgOQ,"The woman in blue leans forward as the camera tilts slightly downward; then, the striped pieces on the floor vanish as another woman holds color stickers up close, with a slight camera zoom in.","['lNsgOQ_gnk.jpg', 'lNsgOQ_edg.jpg', 'lNsgOQ_xyo.jpg', 'lNsgOQ_jhh.jpg']","[1, 4, 3, 2]"
yAFeLM, The lady takes off her helmet.,"['yAFeLM_jlp.jpg', 'yAFeLM_tzl.jpg', 'yAFeLM_qak.jpg', 'yAFeLM_tmp.jpg']","[1, 3, 4, 2]"
W22NHk,"As he ends his last jump,two people come to the pit and start to measure the distance.","['W22NHk_qwv.jpg', 'W22NHk_ovg.jpg', 'W22NHk_bbp.jpg', 'W22NHk_njq.jpg']","[2, 3, 1, 4]"
0Crxgt,A boy in a white tshirt picks up his brother over head and body slams him onto the bed.,"['0Crxgt_vxu.jpg', '0Crxgt_vne.jpg', '0Crxgt_rmc.jpg', '0Crxgt_tqn.jpg']","[2, 4, 1, 3]"
Lc4Vh3, The woman then stands up and walks to a part of the roof where she lifts up a black shingle on the roof.,"['Lc4Vh3_ayw.jpg', 'Lc4Vh3_grz.jpg', 'Lc4Vh3_kjz.jpg', 'Lc4Vh3_sul.jpg']","[2, 4, 1, 3]"
3Zdqsl,"The person clears snow from the car's rear window with an upward brush motion, then shifts to the front, removing snow from the windshield, gradually revealing the glass while moving leftward.","['3Zdqsl_sed.jpg', '3Zdqsl_ytj.jpg', '3Zdqsl_dvu.jpg', '3Zdqsl_zsy.jpg']","[4, 2, 3, 1]"
6nBkgV," They add leaves, creating a black plant.","['6nBkgV_gks.jpg', '6nBkgV_jql.jpg', '6nBkgV_zgd.jpg', '6nBkgV_xih.jpg']","[3, 2, 1, 4]"
YlkC61," He flips the skateboard, and we see it in slow motion.","['YlkC61_jcz.jpg', 'YlkC61_gel.jpg', 'YlkC61_rao.jpg', 'YlkC61_wet.jpg']","[3, 1, 4, 2]"
AQ0cHB,"A child on a stool raises a sponge towards a dish under running water, then the scene shifts to a boy washing his hands, followed by a blue screen displaying a handwashing reminder.","['AQ0cHB_gix.jpg', 'AQ0cHB_laz.jpg', 'AQ0cHB_pho.jpg', 'AQ0cHB_zba.jpg']","[2, 4, 1, 3]"
31B55d,"A cowboy secures a calf on the ground, then the camera shifts to a group of cowboys on horseback exiting as a bull approaches a barrel in the arena.","['31B55d_izw.jpg', '31B55d_nqd.jpg', '31B55d_ccu.jpg', '31B55d_ojd.jpg']","[2, 4, 1, 3]"
waX0E5,"The welder moves the torch downward and to the right on the cylinder as the camera zooms in, then stops welding to adjust a tool on the left with their hand.","['waX0E5_ngo.jpg', 'waX0E5_qqo.jpg', 'waX0E5_xoy.jpg', 'waX0E5_tuw.jpg']","[3, 1, 2, 4]"
fxeFx0,"The brush moves from the palette to the canvas, revealing the artist painting vibrant flowers, then shifts to detailed shading and highlighting as the artist refines an orange on a smaller canvas.","['fxeFx0_doo.jpg', 'fxeFx0_kws.jpg', 'fxeFx0_oyw.jpg', 'fxeFx0_wkn.jpg']","[2, 4, 3, 1]"
P0XIxa, The little girl destroys a glass ornament.,"['P0XIxa_gma.jpg', 'P0XIxa_diy.jpg', 'P0XIxa_bfl.jpg', 'P0XIxa_tzg.jpg']","[2, 4, 3, 1]"
8SovV7,"A vibrant cloth on a table vanishes, revealing a director's credit, followed by a dimly lit object fading into a bright ""Thank you for watching"" message.","['8SovV7_bhr.jpg', '8SovV7_hbi.jpg', '8SovV7_nru.jpg', '8SovV7_ooj.jpg']","[3, 1, 4, 2]"
DQh31N,"The skier descends the slope and glides towards the ski lift area, then moves onto a wider path, pauses briefly, and finally joins the queue at the ski lift.","['DQh31N_ccj.jpg', 'DQh31N_gth.jpg', 'DQh31N_him.jpg', 'DQh31N_hzu.jpg']","[3, 2, 1, 4]"
BnbjHu, The guy uses the orange tool to remove pieces of the roof.,"['BnbjHu_cku.jpg', 'BnbjHu_yli.jpg', 'BnbjHu_nxo.jpg', 'BnbjHu_cis.jpg']","[2, 4, 3, 1]"
4W5x9G,"The contestants smile and gesture with excitement, as the camera zooms in on the right one pointing playfully, then hands smooth orange fondant over a cake and place a green stem on top.","['4W5x9G_aqy.jpg', '4W5x9G_fdo.jpg', '4W5x9G_git.jpg', '4W5x9G_lbh.jpg']","[1, 3, 4, 2]"
Qf2yD1, The girl jumps all around the beam and ends by jumping down and raising her arms up and smiling to the camera.,"['Qf2yD1_crg.jpg', 'Qf2yD1_grr.jpg', 'Qf2yD1_yfs.jpg', 'Qf2yD1_yik.jpg']","[1, 3, 4, 2]"
av3ijh, She then blow dries her hair and is seen again with her hair pinned up around the top.,"['av3ijh_bnn.jpg', 'av3ijh_vry.jpg', 'av3ijh_xjb.jpg', 'av3ijh_muk.jpg']","[1, 4, 2, 3]"
DMdssR, Someone stirs cookie dough and puts cookies on a sheet.,"['DMdssR_qbn.jpg', 'DMdssR_fpd.jpg', 'DMdssR_gpl.jpg', 'DMdssR_crw.jpg']","[3, 4, 2, 1]"
mOLODN,"The scene transitions from a rodeo crowd to a black screen with ""Triple Threat Feed,"" then shifts to a person polishing a car wheel, zooming in slightly as they apply a product to the tire.","['mOLODN_xca.jpg', 'mOLODN_pjk.jpg', 'mOLODN_erf.jpg', 'mOLODN_uux.jpg']","[4, 1, 3, 2]"
raBgap,  She swings at a pinata and misses.,"['raBgap_rld.jpg', 'raBgap_avb.jpg', 'raBgap_bhv.jpg', 'raBgap_fko.jpg']","[3, 4, 2, 1]"
AlhrPh, The middle of the group begin to play followed by the rest around them.,"['AlhrPh_xnz.jpg', 'AlhrPh_tec.jpg', 'AlhrPh_afc.jpg', 'AlhrPh_vwl.jpg']","[3, 1, 2, 4]"
uorbVn, The man lifts the dual rakes above his head and then pairs them together.,"['uorbVn_bzq.jpg', 'uorbVn_gat.jpg', 'uorbVn_kle.jpg', 'uorbVn_tza.jpg']","[4, 3, 2, 1]"
h2hiK9,"The man lowers his hands as he focuses on preparing ingredients, while the camera shifts to a cake where whipped cream is being applied on top.","['h2hiK9_zvm.jpg', 'h2hiK9_hga.jpg', 'h2hiK9_oji.jpg', 'h2hiK9_unn.jpg']","[4, 1, 3, 2]"
8ZyJNS,A woman waves beside a red vehicle while a man shovels snow from its roof; the scene shifts to a person clearing snow from a car's rear before transitioning to driving through a snowy intersection viewed from inside the car.,"['8ZyJNS_cfe.jpg', '8ZyJNS_lom.jpg', '8ZyJNS_ohm.jpg', '8ZyJNS_vel.jpg']","[3, 1, 4, 2]"
JB33Fu,Image and clips of a blond hair stylist braiding her hair.,"['JB33Fu_bcz.jpg', 'JB33Fu_zde.jpg', 'JB33Fu_hse.jpg', 'JB33Fu_guj.jpg']","[4, 3, 1, 2]"
dtoE2y,"The man appears in front of the camera holding up a small speedo, he shakes his head in disapproval of the speedos, throws it on the camera, and they show him doing leg warm ups wearing a long pair of swimming shorts.","['dtoE2y_mtt.jpg', 'dtoE2y_ngo.jpg', 'dtoE2y_yoo.jpg', 'dtoE2y_ywb.jpg']","[3, 1, 2, 4]"
gjgGwz,"Runners move along the road as a medal zooms into focus; an athlete steps off the high jump mat, raising arms in celebration with a camera zooming in.","['gjgGwz_bmb.jpg', 'gjgGwz_jjr.jpg', 'gjgGwz_zxz.jpg', 'gjgGwz_vjr.jpg']","[3, 2, 1, 4]"
P2k8i7,"The gymnast raises her right arm while rotating counter-clockwise on the beam, then jumps off as another gymnast approaches from the right.","['P2k8i7_oid.jpg', 'P2k8i7_uak.jpg', 'P2k8i7_xxv.jpg', 'P2k8i7_zeq.jpg']","[4, 1, 3, 2]"
COK2PG,"The bartender pours a drink into a glass, then mixes in another ingredient, creating a layered cocktail, which is later showcased before the screen fades to a website link.","['COK2PG_ckl.jpg', 'COK2PG_ghg.jpg', 'COK2PG_mhv.jpg', 'COK2PG_qob.jpg']","[3, 1, 2, 4]"
LFZEcb,"The athlete lifts the barbell to waist height as the coach points, then the person squats under the barbell as the instructor approaches, adding a resistance band for support.","['LFZEcb_xuu.jpg', 'LFZEcb_vvv.jpg', 'LFZEcb_eie.jpg', 'LFZEcb_sps.jpg']","[3, 2, 1, 4]"
8XISva, We see a man in a bright shirt mix plaster in a bucket and spread it on a wall.,"['8XISva_gka.jpg', '8XISva_uqw.jpg', '8XISva_epi.jpg', '8XISva_hty.jpg']","[1, 3, 4, 2]"
6VVP4i, The girl opens her eye and smiles.,"['6VVP4i_yxz.jpg', '6VVP4i_gpm.jpg', '6VVP4i_pkh.jpg', '6VVP4i_paq.jpg']","[1, 3, 4, 2]"
QKJvav, She puts on gloves and using the newspaper to wipe down a window after she has sprayed it.,"['QKJvav_chd.jpg', 'QKJvav_fhx.jpg', 'QKJvav_uso.jpg', 'QKJvav_xpn.jpg']","[3, 2, 4, 1]"
Imc1mu, Designs are drawn on the paper with markers.,"['Imc1mu_ijm.jpg', 'Imc1mu_gop.jpg', 'Imc1mu_upy.jpg', 'Imc1mu_ote.jpg']","[2, 1, 3, 4]"
jUSBFl, Another dog jumps up on the fence behind them.,"['jUSBFl_fcz.jpg', 'jUSBFl_yxf.jpg', 'jUSBFl_ppd.jpg', 'jUSBFl_lph.jpg']","[2, 3, 4, 1]"
